order_id,order_datetime,buyer_id,buyer_type,fruit_type,quantity,catalog_price,paid_amount,is_anomaly
ORD-01317,2024-04-27 21:00:00,BUY-0058,retail,Mangga,1,24562.0,23901.0,False
ORD-03595,2024-04-28 10:00:00,BUY-0064,retail,Mangga,1,23844.0,22605.0,False
ORD-03319,2024-04-28 16:00:00,BUY-0121,retail,Nanas,2,11879.0,23599.0,False
ORD-01885,2024-04-28 17:00:00,BUY-0096,retail,Apel,2,33975.0,61307.0,False
ORD-03579,2024-04-29 09:00:00,BUY-0054,retail,Pepaya,4,9639.0,36752.0,False
ORD-03206,2024-04-29 13:00:00,BUY-0110,reseller,Jeruk,12,22013.0,241504.0,False
ORD-00733,2024-04-29 15:00:00,BUY-0121,retail,Anggur,3,54138.0,151186.0,False
ORD-01687,2024-04-29 16:00:00,BUY-0144,retail,Apel,4,32218.0,127877.0,False
ORD-01277,2024-04-29 16:00:00,BUY-0120,retail,Pepaya,4,10336.0,39420.0,False
ORD-01866,2024-04-30 08:00:00,BUY-0009,retail,Anggur,3,52866.0,146692.0,False
ORD-00570,2024-04-30 09:00:00,BUY-0006,reseller,Mangga,35,25807.0,871996.0,False
ORD-00810,2024-04-30 10:00:00,BUY-0050,retail,Semangka,1,10111.0,9478.0,False
ORD-02247,2024-04-30 11:00:00,BUY-0013,retail,Pisang,4,16557.0,62230.0,False
ORD-03540,2024-04-30 12:00:00,BUY-0141,retail,Nanas,1,12414.0,11406.0,False
ORD-03178,2024-04-30 14:00:00,BUY-0012,reseller,Jeruk,14,21400.0,289644.0,False
ORD-04125,2024-04-30 17:00:00,BUY-0134,retail,Apel,3,31704.0,86210.0,False
ORD-02543,2024-05-01 08:00:00,BUY-0084,retail,Anggur,3,52314.0,152867.0,False
ORD-01971,2024-05-01 12:00:00,BUY-0020,retail,Mangga,3,24049.0,65475.0,False
ORD-01844,2024-05-01 16:00:00,BUY-0134,retail,Anggur,4,53678.0,199508.0,False
ORD-04096,2024-05-01 17:00:00,BUY-0140,retail,Semangka,2,10345.0,18891.0,False
ORD-00481,2024-05-01 18:00:00,BUY-0105,retail,Anggur,2,51562.0,99896.0,False
ORD-03861,2024-05-01 20:00:00,BUY-0150,retail,Jeruk,4,23619.0,93358.0,False
ORD-03625,2024-05-01 21:00:00,BUY-0046,reseller,Mangga,33,24773.0,753739.0,False
ORD-00178,2024-05-02 08:00:00,BUY-0051,retail,Pisang,2,16249.0,32296.0,False
ORD-00252,2024-05-02 10:00:00,BUY-0076,retail,Pepaya,4,10257.0,40289.0,False
ORD-02552,2024-05-02 21:00:00,BUY-0070,retail,Jeruk,4,23565.0,87980.0,False
ORD-02775,2024-05-03 02:00:00,BUY-0139,retail,Nanas,147,12678.0,55392.0,True
ORD-02697,2024-05-03 10:00:00,BUY-0064,retail,Pisang,1,16094.0,15302.0,False
ORD-03332,2024-05-03 21:00:00,BUY-0031,retail,Mangga,3,25684.0,70119.0,False
ORD-03815,2024-05-04 08:00:00,BUY-0116,reseller,Nanas,32,12367.0,357885.0,False
ORD-02575,2024-05-04 08:00:00,BUY-0050,retail,Semangka,3,9713.0,27474.0,False
ORD-01089,2024-05-04 09:00:00,BUY-0035,retail,Apel,4,32852.0,127255.0,False
ORD-01660,2024-05-04 10:00:00,BUY-0126,retail,Mangga,3,25592.0,73727.0,False
ORD-01147,2024-05-04 13:00:00,BUY-0123,retail,Anggur,2,55118.0,107969.0,False
ORD-02482,2024-05-04 19:00:00,BUY-0015,retail,Nanas,3,12561.0,36963.0,False
ORD-03570,2024-05-04 19:00:00,BUY-0030,retail,Semangka,1,10152.0,9630.0,False
ORD-00724,2024-05-04 20:00:00,BUY-0061,retail,Apel,1,33504.0,31500.0,False
ORD-00348,2024-05-05 10:00:00,BUY-0113,retail,Anggur,3,54658.0,163831.0,False
ORD-02362,2024-05-05 13:00:00,BUY-0115,retail,Pepaya,3,9806.0,26818.0,False
ORD-02157,2024-05-06 00:00:00,BUY-0068,retail,Jeruk,56,22109.0,28605.0,True
ORD-00467,2024-05-06 11:00:00,BUY-0080,retail,Pisang,3,16665.0,47317.0,False
ORD-01693,2024-05-06 15:00:00,BUY-0126,retail,Pisang,2,17239.0,33891.0,False
ORD-02993,2024-05-06 15:00:00,BUY-0008,retail,Pepaya,3,10455.0,29177.0,False
ORD-00431,2024-05-06 16:00:00,BUY-0095,retail,Pepaya,2,9743.0,19360.0,False
ORD-01049,2024-05-07 04:00:00,BUY-0050,retail,Nanas,180,12807.0,180304.0,True
ORD-01034,2024-05-07 08:00:00,BUY-0018,retail,Pepaya,2,10164.0,19205.0,False
ORD-02664,2024-05-07 09:00:00,BUY-0115,retail,Pepaya,3,9960.0,27101.0,False
ORD-01129,2024-05-07 09:00:00,BUY-0096,retail,Anggur,4,52253.0,189598.0,False
ORD-01275,2024-05-07 12:00:00,BUY-0149,retail,Pepaya,3,10462.0,30036.0,False
ORD-02916,2024-05-07 12:00:00,BUY-0048,retail,Semangka,2,9518.0,18970.0,False
ORD-00290,2024-05-07 17:00:00,BUY-0021,retail,Semangka,1,9892.0,9553.0,False
ORD-02749,2024-05-07 17:00:00,BUY-0042,reseller,Apel,20,32289.0,586523.0,False
ORD-02855,2024-05-07 18:00:00,BUY-0130,retail,Pepaya,1,9752.0,8901.0,False
ORD-00206,2024-05-07 20:00:00,BUY-0088,retail,Pisang,4,16374.0,62842.0,False
ORD-00146,2024-05-07 21:00:00,BUY-0131,retail,Mangga,3,25343.0,72688.0,False
ORD-03645,2024-05-08 13:00:00,BUY-0048,retail,Apel,3,33903.0,100124.0,False
ORD-01669,2024-05-08 16:00:00,BUY-0111,retail,Pepaya,1,9650.0,8749.0,False
ORD-03170,2024-05-09 08:00:00,BUY-0022,retail,Pepaya,3,9512.0,28247.0,False
ORD-03321,2024-05-09 15:00:00,BUY-0017,retail,Pisang,3,16796.0,46883.0,False
ORD-02809,2024-05-09 15:00:00,BUY-0020,retail,Nanas,3,12181.0,33012.0,False
ORD-02799,2024-05-09 15:00:00,BUY-0053,retail,Pisang,2,17135.0,31448.0,False
ORD-01385,2024-05-10 08:00:00,BUY-0144,retail,Pisang,3,15732.0,43785.0,False
ORD-03355,2024-05-10 13:00:00,BUY-0058,retail,Jeruk,1,22791.0,20983.0,False
ORD-02515,2024-05-10 15:00:00,BUY-0014,reseller,Nanas,24,12366.0,281352.0,False
ORD-03112,2024-05-10 15:00:00,BUY-0073,reseller,Anggur,33,50541.0,1534478.0,False
ORD-03501,2024-05-10 18:00:00,BUY-0034,retail,Jeruk,2,21684.0,42404.0,False
ORD-00138,2024-05-10 19:00:00,BUY-0058,retail,Nanas,3,11931.0,32496.0,False
ORD-01805,2024-05-11 08:00:00,BUY-0089,retail,Pepaya,3,9800.0,28493.0,False
ORD-01583,2024-05-11 08:00:00,BUY-0019,reseller,Mangga,13,24567.0,301472.0,False
ORD-01294,2024-05-11 19:00:00,BUY-0069,retail,Semangka,4,10117.0,38658.0,False
ORD-00239,2024-05-11 20:00:00,BUY-0129,retail,Apel,1,33892.0,32457.0,False
ORD-00177,2024-05-12 12:00:00,BUY-0057,retail,Apel,1,34047.0,30663.0,False
ORD-00349,2024-05-12 17:00:00,BUY-0013,retail,Apel,1,31143.0,30749.0,False
ORD-01795,2024-05-12 19:00:00,BUY-0146,retail,Jeruk,1,23413.0,22772.0,False
ORD-00466,2024-05-12 21:00:00,BUY-0112,retail,Nanas,1,12711.0,12258.0,False
ORD-01911,2024-05-13 02:00:00,BUY-0108,retail,Apel,60,32086.0,140331.0,True
ORD-00575,2024-05-13 02:00:00,BUY-0141,retail,Semangka,75,10083.0,37022.0,True
ORD-01800,2024-05-13 13:00:00,BUY-0140,retail,Nanas,4,12138.0,46216.0,False
ORD-03342,2024-05-13 14:00:00,BUY-0053,retail,Nanas,4,11939.0,47439.0,False
ORD-02766,2024-05-13 17:00:00,BUY-0143,reseller,Mangga,11,24700.0,269608.0,False
ORD-01916,2024-05-14 10:00:00,BUY-0012,reseller,Anggur,23,51045.0,1152296.0,False
ORD-00965,2024-05-14 11:00:00,BUY-0065,retail,Anggur,3,55059.0,155911.0,False
ORD-00726,2024-05-14 13:00:00,BUY-0035,retail,Pisang,1,17016.0,16509.0,False
ORD-00107,2024-05-14 14:00:00,BUY-0064,retail,Semangka,2,9571.0,17240.0,False
ORD-03903,2024-05-14 16:00:00,BUY-0056,retail,Apel,3,33170.0,90624.0,False
ORD-01692,2024-05-14 20:00:00,BUY-0124,retail,Semangka,2,10151.0,19200.0,False
ORD-03070,2024-05-14 20:00:00,BUY-0125,retail,Mangga,4,24188.0,93313.0,False
ORD-03303,2024-05-15 08:00:00,BUY-0110,reseller,Semangka,35,9692.0,330088.0,False
ORD-01952,2024-05-15 16:00:00,BUY-0017,retail,Apel,1,33191.0,32504.0,False
ORD-00388,2024-05-15 16:00:00,BUY-0044,retail,Mangga,2,26123.0,47941.0,False
ORD-01659,2024-05-15 21:00:00,BUY-0051,retail,Jeruk,2,21520.0,41744.0,False
ORD-03596,2024-05-16 08:00:00,BUY-0114,retail,Semangka,4,9632.0,37097.0,False
ORD-02211,2024-05-16 11:00:00,BUY-0006,reseller,Pepaya,12,9831.0,111073.0,False
ORD-01471,2024-05-16 11:00:00,BUY-0010,retail,Pepaya,4,9696.0,37000.0,False
ORD-01571,2024-05-16 15:00:00,BUY-0043,retail,Anggur,2,49875.0,93146.0,False
ORD-00758,2024-05-16 16:00:00,BUY-0053,retail,Nanas,2,13092.0,25912.0,False
ORD-02985,2024-05-16 16:00:00,BUY-0148,retail,Mangga,3,24152.0,69323.0,False
ORD-02615,2024-05-16 20:00:00,BUY-0094,retail,Semangka,3,10139.0,28136.0,False
ORD-03547,2024-05-17 00:00:00,BUY-0101,reseller,Anggur,148,52063.0,295906.0,True
ORD-00117,2024-05-17 12:00:00,BUY-0084,retail,Semangka,4,10396.0,37833.0,False
ORD-01148,2024-05-17 12:00:00,BUY-0008,retail,Apel,2,31678.0,57399.0,False
ORD-04072,2024-05-17 12:00:00,BUY-0143,reseller,Apel,19,33206.0,613072.0,False
ORD-01765,2024-05-17 13:00:00,BUY-0054,retail,Anggur,3,50962.0,152884.0,False
ORD-02918,2024-05-17 14:00:00,BUY-0050,retail,Pepaya,3,9547.0,26861.0,False
ORD-01799,2024-05-17 16:00:00,BUY-0055,retail,Jeruk,2,22723.0,45201.0,False
ORD-02927,2024-05-17 18:00:00,BUY-0010,retail,Semangka,1,10431.0,10303.0,False
ORD-02140,2024-05-17 19:00:00,BUY-0041,retail,Pisang,4,17096.0,67656.0,False
ORD-03828,2024-05-17 20:00:00,BUY-0110,reseller,Pisang,13,16498.0,195939.0,False
ORD-03115,2024-05-18 10:00:00,BUY-0122,retail,Pepaya,1,10249.0,9822.0,False
ORD-00394,2024-05-18 10:00:00,BUY-0120,retail,Anggur,1,53445.0,50208.0,False
ORD-02353,2024-05-18 12:00:00,BUY-0142,retail,Apel,3,33605.0,93117.0,False
ORD-02592,2024-05-18 12:00:00,BUY-0063,retail,Mangga,4,24424.0,96037.0,False
ORD-02305,2024-05-18 16:00:00,BUY-0034,retail,Apel,2,33147.0,65458.0,False
ORD-02889,2024-05-18 16:00:00,BUY-0106,retail,Mangga,4,26119.0,102935.0,False
ORD-02239,2024-05-18 18:00:00,BUY-0050,retail,Jeruk,1,22708.0,21274.0,False
ORD-01037,2024-05-19 08:00:00,BUY-0125,retail,Mangga,3,25124.0,68576.0,False
ORD-02540,2024-05-19 08:00:00,BUY-0084,retail,Anggur,3,52885.0,155843.0,False
ORD-04099,2024-05-19 10:00:00,BUY-0055,retail,Mangga,3,24745.0,69673.0,False
ORD-01525,2024-05-19 10:00:00,BUY-0006,reseller,Anggur,37,54781.0,1827311.0,False
ORD-02484,2024-05-19 13:00:00,BUY-0013,retail,Nanas,4,11903.0,45887.0,False
ORD-03977,2024-05-19 15:00:00,BUY-0131,retail,Mangga,2,26077.0,49808.0,False
ORD-00947,2024-05-20 08:00:00,BUY-0038,retail,Pisang,2,16153.0,29354.0,False
ORD-03608,2024-05-20 10:00:00,BUY-0069,retail,Semangka,2,10097.0,19397.0,False
ORD-02172,2024-05-20 11:00:00,BUY-0127,retail,Pepaya,4,9680.0,37841.0,False
ORD-02915,2024-05-20 15:00:00,BUY-0058,retail,Anggur,4,55072.0,201822.0,False
ORD-03172,2024-05-20 17:00:00,BUY-0069,retail,Apel,1,33566.0,32809.0,False
ORD-01725,2024-05-21 08:00:00,BUY-0063,retail,Semangka,4,10482.0,40942.0,False
ORD-03282,2024-05-21 10:00:00,BUY-0019,reseller,Pisang,25,16639.0,409318.0,False
ORD-03640,2024-05-21 11:00:00,BUY-0040,retail,Semangka,2,9872.0,19151.0,False
ORD-00288,2024-05-21 12:00:00,BUY-0123,retail,Pisang,2,15974.0,30670.0,False
ORD-00360,2024-05-21 13:00:00,BUY-0080,retail,Mangga,2,23933.0,44526.0,False
ORD-00714,2024-05-22 08:00:00,BUY-0054,retail,Mangga,2,25701.0,50286.0,False
ORD-01269,2024-05-22 08:00:00,BUY-0149,retail,Pisang,3,17019.0,46458.0,False
ORD-01634,2024-05-22 12:00:00,BUY-0124,retail,Jeruk,2,22475.0,41679.0,False
ORD-00882,2024-05-22 15:00:00,BUY-0119,retail,Apel,2,32807.0,65031.0,False
ORD-02385,2024-05-22 16:00:00,BUY-0109,retail,Mangga,3,25286.0,72647.0,False
ORD-02747,2024-05-22 19:00:00,BUY-0047,retail,Nanas,2,12278.0,23880.0,False
ORD-00857,2024-05-22 20:00:00,BUY-0005,retail,Pisang,4,16891.0,65708.0,False
ORD-00800,2024-05-22 21:00:00,BUY-0076,retail,Mangga,1,24062.0,23332.0,False
ORD-02999,2024-05-23 11:00:00,BUY-0146,retail,Nanas,2,12777.0,23326.0,False
ORD-02898,2024-05-23 11:00:00,BUY-0135,retail,Pepaya,1,10432.0,10163.0,False
ORD-00798,2024-05-23 21:00:00,BUY-0137,reseller,Pisang,10,15853.0,147833.0,False
ORD-01683,2024-05-23 21:00:00,BUY-0090,retail,Jeruk,1,22346.0,21716.0,False
ORD-03020,2024-05-24 09:00:00,BUY-0036,retail,Nanas,2,13012.0,24324.0,False
ORD-00657,2024-05-24 09:00:00,BUY-0144,retail,Pepaya,4,10476.0,39063.0,False
ORD-02098,2024-05-24 10:00:00,BUY-0091,retail,Pisang,3,16663.0,48878.0,False
ORD-03338,2024-05-24 14:00:00,BUY-0102,retail,Pepaya,3,10374.0,29921.0,False
ORD-01893,2024-05-24 15:00:00,BUY-0127,retail,Pisang,1,17136.0,16015.0,False
ORD-01526,2024-05-24 17:00:00,BUY-0023,reseller,Nanas,36,11888.0,410716.0,False
ORD-01469,2024-05-24 18:00:00,BUY-0122,retail,Semangka,3,9708.0,27749.0,False
ORD-04084,2024-05-25 02:00:00,BUY-0080,retail,Mangga,194,24235.0,238623.0,True
ORD-00186,2024-05-25 02:00:00,BUY-0084,retail,Pepaya,90,9669.0,68632.0,True
ORD-01964,2024-05-25 03:00:00,BUY-0007,retail,Pepaya,120,9979.0,35358.0,True
ORD-02136,2024-05-25 08:00:00,BUY-0051,retail,Mangga,3,26079.0,77996.0,False
ORD-03656,2024-05-25 11:00:00,BUY-0007,retail,Pepaya,2,10426.0,19675.0,False
ORD-03904,2024-05-25 11:00:00,BUY-0061,retail,Semangka,1,10051.0,9306.0,False
ORD-00304,2024-05-25 14:00:00,BUY-0089,retail,Mangga,2,24692.0,45564.0,False
ORD-04121,2024-05-26 09:00:00,BUY-0022,retail,Jeruk,4,22472.0,85391.0,False
ORD-00640,2024-05-26 10:00:00,BUY-0068,retail,Anggur,3,54861.0,151650.0,False
ORD-03309,2024-05-26 11:00:00,BUY-0093,retail,Mangga,1,24306.0,22558.0,False
ORD-01024,2024-05-26 15:00:00,BUY-0007,retail,Anggur,3,53680.0,151406.0,False
ORD-03473,2024-05-26 16:00:00,BUY-0129,retail,Nanas,3,12206.0,34269.0,False
ORD-04064,2024-05-26 18:00:00,BUY-0135,retail,Nanas,1,12682.0,12009.0,False
ORD-02950,2024-05-26 19:00:00,BUY-0032,reseller,Pepaya,36,10286.0,344153.0,False
ORD-03010,2024-05-26 21:00:00,BUY-0141,retail,Mangga,4,24735.0,97392.0,False
ORD-02905,2024-05-26 21:00:00,BUY-0027,retail,Semangka,2,9760.0,17608.0,False
ORD-03813,2024-05-26 21:00:00,BUY-0087,retail,Semangka,1,9741.0,9624.0,False
ORD-02990,2024-05-27 11:00:00,BUY-0003,reseller,Apel,36,32315.0,1142664.0,False
ORD-02529,2024-05-27 16:00:00,BUY-0111,retail,Pepaya,4,10466.0,39440.0,False
ORD-01933,2024-05-27 18:00:00,BUY-0088,retail,Apel,2,31146.0,59372.0,False
ORD-02833,2024-05-27 19:00:00,BUY-0019,reseller,Apel,21,33865.0,692132.0,False
ORD-03920,2024-05-27 20:00:00,BUY-0087,retail,Nanas,4,12066.0,44167.0,False
ORD-00518,2024-05-28 08:00:00,BUY-0013,retail,Jeruk,1,21438.0,19519.0,False
ORD-03758,2024-05-28 11:00:00,BUY-0136,retail,Anggur,1,54055.0,52327.0,False
ORD-03373,2024-05-28 11:00:00,BUY-0017,retail,Mangga,2,25152.0,48765.0,False
ORD-03526,2024-05-28 12:00:00,BUY-0081,retail,Mangga,1,24476.0,22984.0,False
ORD-02665,2024-05-28 13:00:00,BUY-0029,retail,Apel,1,33720.0,30903.0,False
ORD-03151,2024-05-28 20:00:00,BUY-0139,retail,Pisang,1,17033.0,15812.0,False
ORD-04041,2024-05-29 00:00:00,BUY-0044,retail,Mangga,149,25899.0,264429.0,True
ORD-03466,2024-05-29 13:00:00,BUY-0129,retail,Pisang,1,17164.0,16943.0,False
ORD-00455,2024-05-29 15:00:00,BUY-0060,retail,Apel,1,32852.0,30761.0,False
ORD-03012,2024-05-29 20:00:00,BUY-0134,retail,Semangka,4,10294.0,39266.0,False
ORD-04065,2024-05-30 11:00:00,BUY-0028,retail,Pisang,3,15849.0,42926.0,False
ORD-01398,2024-05-30 14:00:00,BUY-0050,retail,Jeruk,3,22703.0,65377.0,False
ORD-01400,2024-05-30 16:00:00,BUY-0117,retail,Pisang,4,16639.0,61115.0,False
ORD-02596,2024-05-30 17:00:00,BUY-0013,retail,Nanas,1,12762.0,12266.0,False
ORD-02029,2024-05-30 18:00:00,BUY-0062,retail,Pepaya,3,9689.0,27449.0,False
ORD-03109,2024-05-31 13:00:00,BUY-0085,retail,Apel,1,32166.0,31936.0,False
ORD-00051,2024-05-31 15:00:00,BUY-0073,reseller,Anggur,11,53139.0,555466.0,False
ORD-01455,2024-05-31 15:00:00,BUY-0033,retail,Apel,4,31064.0,112544.0,False
ORD-00761,2024-05-31 16:00:00,BUY-0108,retail,Jeruk,3,23458.0,67276.0,False
ORD-03667,2024-05-31 16:00:00,BUY-0117,retail,Semangka,4,10494.0,41861.0,False
ORD-03307,2024-05-31 16:00:00,BUY-0076,retail,Apel,3,32416.0,95688.0,False
ORD-01489,2024-05-31 19:00:00,BUY-0013,retail,Anggur,4,54994.0,217941.0,False
ORD-01656,2024-05-31 20:00:00,BUY-0120,retail,Semangka,1,10285.0,10236.0,False
ORD-02005,2024-06-01 04:00:00,BUY-0060,retail,Anggur,70,53575.0,132279.0,True
ORD-00081,2024-06-01 08:00:00,BUY-0081,retail,Pepaya,4,9620.0,35919.0,False
ORD-02122,2024-06-01 13:00:00,BUY-0129,retail,Anggur,1,51029.0,48141.0,False
ORD-02221,2024-06-01 13:00:00,BUY-0104,reseller,Pepaya,13,9754.0,126634.0,False
ORD-01387,2024-06-01 17:00:00,BUY-0144,retail,Nanas,3,11931.0,32401.0,False
ORD-03035,2024-06-02 08:00:00,BUY-0038,retail,Apel,4,33469.0,124739.0,False
ORD-00195,2024-06-02 10:00:00,BUY-0143,reseller,Anggur,39,53377.0,1978752.0,False
ORD-01127,2024-06-02 11:00:00,BUY-0150,retail,Nanas,2,13107.0,25844.0,False
ORD-03356,2024-06-02 13:00:00,BUY-0105,retail,Pisang,3,15926.0,46271.0,False
ORD-03525,2024-06-02 14:00:00,BUY-0123,retail,Jeruk,1,23285.0,22710.0,False
ORD-00881,2024-06-02 14:00:00,BUY-0111,retail,Pisang,2,16412.0,32022.0,False
ORD-01641,2024-06-02 15:00:00,BUY-0022,retail,Mangga,1,24718.0,22482.0,False
ORD-03768,2024-06-02 16:00:00,BUY-0021,retail,Pepaya,2,10221.0,19299.0,False
ORD-02048,2024-06-03 10:00:00,BUY-0116,reseller,Semangka,36,9971.0,328181.0,False
ORD-01313,2024-06-03 10:00:00,BUY-0005,retail,Pepaya,4,10162.0,39819.0,False
ORD-04144,2024-06-03 11:00:00,BUY-0095,retail,Pepaya,4,9915.0,37417.0,False
ORD-00309,2024-06-03 14:00:00,BUY-0009,retail,Nanas,2,13042.0,25094.0,False
ORD-03558,2024-06-03 16:00:00,BUY-0093,retail,Pepaya,4,10153.0,37459.0,False
ORD-03237,2024-06-03 18:00:00,BUY-0084,retail,Semangka,3,9637.0,26227.0,False
ORD-02158,2024-06-03 18:00:00,BUY-0086,retail,Apel,3,32903.0,96595.0,False
ORD-00042,2024-06-04 13:00:00,BUY-0120,retail,Apel,4,32965.0,127284.0,False
ORD-03352,2024-06-04 13:00:00,BUY-0015,retail,Apel,2,31963.0,60041.0,False
ORD-01411,2024-06-04 14:00:00,BUY-0146,retail,Semangka,1,9987.0,9640.0,False
ORD-03716,2024-06-05 10:00:00,BUY-0137,reseller,Mangga,28,24783.0,681856.0,False
ORD-03713,2024-06-05 11:00:00,BUY-0043,retail,Semangka,2,10106.0,18497.0,False
ORD-04135,2024-06-05 18:00:00,BUY-0061,retail,Nanas,4,12050.0,47913.0,False
ORD-04076,2024-06-06 01:00:00,BUY-0007,retail,Semangka,126,10211.0,95773.0,True
ORD-00123,2024-06-06 11:00:00,BUY-0045,reseller,Pepaya,19,9544.0,163397.0,False
ORD-00462,2024-06-06 16:00:00,BUY-0148,retail,Semangka,3,10043.0,30058.0,False
ORD-00189,2024-06-07 09:00:00,BUY-0113,retail,Anggur,2,50627.0,97872.0,False
ORD-03725,2024-06-07 15:00:00,BUY-0080,retail,Anggur,3,54557.0,155104.0,False
ORD-03663,2024-06-07 17:00:00,BUY-0147,retail,Anggur,4,51728.0,188664.0,False
ORD-01896,2024-06-07 19:00:00,BUY-0110,reseller,Semangka,29,9646.0,268271.0,False
ORD-03461,2024-06-07 21:00:00,BUY-0074,retail,Anggur,3,53195.0,145683.0,False
ORD-03113,2024-06-08 01:00:00,BUY-0044,retail,Pisang,113,16161.0,133476.0,True
ORD-01018,2024-06-08 14:00:00,BUY-0026,retail,Mangga,3,25894.0,73004.0,False
ORD-01655,2024-06-08 17:00:00,BUY-0150,retail,Mangga,4,25687.0,99689.0,False
ORD-00581,2024-06-08 17:00:00,BUY-0148,retail,Apel,4,32818.0,130003.0,False
ORD-01951,2024-06-08 18:00:00,BUY-0038,retail,Semangka,2,10413.0,19926.0,False
ORD-01712,2024-06-08 18:00:00,BUY-0070,retail,Semangka,4,10245.0,40047.0,False
ORD-00283,2024-06-09 08:00:00,BUY-0003,reseller,Jeruk,38,22098.0,801478.0,False
ORD-00941,2024-06-09 13:00:00,BUY-0078,retail,Apel,4,33539.0,131669.0,False
ORD-02526,2024-06-09 19:00:00,BUY-0130,retail,Anggur,4,50160.0,192335.0,False
ORD-02432,2024-06-09 20:00:00,BUY-0113,retail,Nanas,3,11924.0,33426.0,False
ORD-01048,2024-06-09 20:00:00,BUY-0088,retail,Pepaya,3,10145.0,27820.0,False
ORD-01140,2024-06-09 21:00:00,BUY-0077,retail,Mangga,1,25063.0,24247.0,False
ORD-00323,2024-06-10 11:00:00,BUY-0026,retail,Anggur,2,51165.0,98010.0,False
ORD-02810,2024-06-10 15:00:00,BUY-0019,reseller,Pepaya,28,9709.0,259619.0,False
ORD-02126,2024-06-10 18:00:00,BUY-0150,retail,Semangka,2,9628.0,19057.0,False
ORD-02687,2024-06-10 18:00:00,BUY-0119,retail,Pisang,4,16255.0,60305.0,False
ORD-03051,2024-06-10 19:00:00,BUY-0134,retail,Pisang,4,16370.0,59756.0,False
ORD-00018,2024-06-10 19:00:00,BUY-0098,retail,Pepaya,3,10264.0,30131.0,False
ORD-03666,2024-06-10 21:00:00,BUY-0137,reseller,Jeruk,12,22950.0,249908.0,False
ORD-02635,2024-06-11 08:00:00,BUY-0002,retail,Pepaya,2,9846.0,18998.0,False
ORD-01532,2024-06-11 10:00:00,BUY-0014,reseller,Apel,34,32697.0,1042307.0,False
ORD-00662,2024-06-11 10:00:00,BUY-0148,retail,Semangka,3,9851.0,27787.0,False
ORD-03924,2024-06-11 16:00:00,BUY-0056,retail,Semangka,2,10260.0,19380.0,False
ORD-00307,2024-06-11 17:00:00,BUY-0002,retail,Pisang,2,16498.0,31283.0,False
ORD-02457,2024-06-11 19:00:00,BUY-0046,reseller,Pisang,13,15849.0,190061.0,False
ORD-04118,2024-06-11 19:00:00,BUY-0147,retail,Mangga,4,25611.0,98395.0,False
ORD-01672,2024-06-12 12:00:00,BUY-0015,retail,Apel,2,32429.0,63226.0,False
ORD-00769,2024-06-12 21:00:00,BUY-0081,retail,Pepaya,3,9826.0,28086.0,False
ORD-03227,2024-06-13 10:00:00,BUY-0127,retail,Jeruk,1,22807.0,22106.0,False
ORD-00086,2024-06-13 13:00:00,BUY-0075,retail,Mangga,2,24688.0,45190.0,False
ORD-03854,2024-06-13 15:00:00,BUY-0033,retail,Mangga,2,24948.0,46127.0,False
ORD-00671,2024-06-13 16:00:00,BUY-0095,retail,Apel,4,32794.0,121083.0,False
ORD-02356,2024-06-13 20:00:00,BUY-0002,retail,Pisang,3,16702.0,45367.0,False
ORD-03183,2024-06-14 10:00:00,BUY-0004,retail,Apel,4,31545.0,120682.0,False
ORD-00702,2024-06-14 10:00:00,BUY-0016,retail,Mangga,2,23989.0,47781.0,False
ORD-00007,2024-06-14 12:00:00,BUY-0051,retail,Nanas,3,12236.0,34152.0,False
ORD-01708,2024-06-14 12:00:00,BUY-0046,reseller,Jeruk,31,22809.0,683629.0,False
ORD-02981,2024-06-14 13:00:00,BUY-0025,retail,Mangga,3,24693.0,66976.0,False
ORD-02642,2024-06-14 14:00:00,BUY-0044,retail,Mangga,3,25310.0,70570.0,False
ORD-00584,2024-06-14 16:00:00,BUY-0113,retail,Pepaya,1,9867.0,9455.0,False
ORD-02818,2024-06-14 17:00:00,BUY-0053,retail,Pisang,1,16957.0,15704.0,False
ORD-00315,2024-06-14 17:00:00,BUY-0125,retail,Mangga,1,24265.0,23891.0,False
ORD-00154,2024-06-14 17:00:00,BUY-0006,reseller,Semangka,33,10005.0,310912.0,False
ORD-02572,2024-06-14 17:00:00,BUY-0150,retail,Mangga,4,25672.0,97542.0,False
ORD-03599,2024-06-14 20:00:00,BUY-0135,retail,Apel,1,33258.0,31512.0,False
ORD-03650,2024-06-15 08:00:00,BUY-0039,retail,Pepaya,1,9565.0,9473.0,False
ORD-03951,2024-06-15 12:00:00,BUY-0144,retail,Pepaya,3,9827.0,27639.0,False
ORD-03685,2024-06-15 16:00:00,BUY-0083,reseller,Anggur,10,52992.0,481133.0,False
ORD-03552,2024-06-16 02:00:00,BUY-0055,retail,Mangga,78,25667.0,79838.0,True
ORD-02843,2024-06-17 11:00:00,BUY-0040,retail,Nanas,4,11957.0,43153.0,False
ORD-02374,2024-06-17 13:00:00,BUY-0092,retail,Pepaya,3,10061.0,29280.0,False
ORD-04098,2024-06-17 15:00:00,BUY-0019,reseller,Pepaya,23,9574.0,209716.0,False
ORD-01410,2024-06-17 15:00:00,BUY-0110,reseller,Anggur,13,54916.0,659897.0,False
ORD-02400,2024-06-17 18:00:00,BUY-0033,retail,Apel,1,31616.0,29636.0,False
